0.100000 0.000000 0.000000
0.101005 0.001005 0.000000
0.102011 0.002011 0.000001
0.103016 0.003016 0.000002
0.104023 0.004023 0.000003
0.105029 0.005029 0.000005
0.106035 0.006035 0.000008
0.107042 0.007042 0.000011
0.108048 0.008048 0.000014
0.109054 0.009054 0.000018
0.110060 0.010060 0.000023
0.111065 0.011065 0.000028
0.112069 0.012069 0.000033
0.113073 0.013073 0.000039
0.114076 0.014076 0.000046
0.115078 0.015078 0.000053
0.116079 0.016079 0.000060
0.117079 0.017079 0.000068
0.118078 0.018078 0.000077
0.119075 0.019075 0.000086
0.120070 0.020070 0.000096
0.121064 0.021064 0.000106
0.122056 0.022056 0.000116
0.123046 0.023046 0.000128
0.124034 0.024034 0.000139
0.125020 0.025020 0.000151
0.126004 0.026004 0.000164
0.126985 0.026985 0.000177
0.127964 0.027964 0.000191
0.128940 0.028940 0.000205
0.129913 0.029913 0.000220
0.130883 0.030883 0.000235
0.131850 0.031850 0.000251
0.132813 0.032813 0.000267
0.133774 0.033774 0.000284
0.134731 0.034731 0.000302
0.135684 0.035684 0.000320
0.136633 0.036633 0.000338
0.137579 0.037579 0.000357
0.138520 0.038520 0.000377
0.139457 0.039457 0.000397
0.140390 0.040390 0.000417
0.141319 0.041319 0.000438
0.142242 0.042242 0.000460
0.143161 0.043161 0.000482
0.144075 0.044075 0.000505
0.144984 0.044984 0.000528
0.145888 0.045888 0.000552
0.146786 0.046786 0.000577
0.147679 0.047679 0.000602
0.148566 0.048566 0.000627
0.149447 0.049447 0.000653
0.150322 0.050322 0.000680
0.151191 0.051191 0.000707
0.152054 0.052054 0.000735
0.152911 0.052911 0.000764
0.153760 0.053760 0.000793
0.154603 0.054603 0.000822
0.155439 0.055439 0.000852
0.156268 0.056268 0.000883
0.157090 0.057090 0.000914
0.157904 0.057904 0.000946
0.158711 0.058711 0.000979
0.159510 0.059510 0.001012
0.160301 0.060301 0.001046
0.161084 0.061084 0.001080
0.161858 0.061858 0.001115
0.162625 0.062625 0.001150
0.163382 0.063382 0.001186
0.164131 0.064131 0.001223
0.164872 0.064872 0.001261
0.165603 0.065603 0.001299
0.166324 0.066324 0.001337
0.167037 0.067037 0.001376
0.167740 0.067740 0.001416
0.168433 0.068433 0.001457
0.169116 0.069116 0.001498
0.169789 0.069789 0.001540
0.170452 0.070452 0.001582
0.171104 0.071104 0.001626
0.171746 0.071746 0.001669
0.172377 0.072377 0.001714
0.172997 0.072997 0.001759
0.173605 0.073605 0.001805
0.174203 0.074203 0.001851
0.174789 0.074789 0.001898
0.175363 0.075363 0.001946
0.175925 0.075925 0.001995
0.176476 0.076476 0.002044
0.177014 0.077014 0.002094
0.177539 0.077539 0.002145
0.178052 0.078052 0.002196
0.178553 0.078553 0.002248
0.179040 0.079040 0.002301
0.179514 0.079514 0.002355
0.179975 0.079975 0.002409
0.180422 0.080422 0.002464
0.180856 0.080856 0.002520
0.181275 0.081275 0.002576
0.181681 0.081681 0.002634
0.182073 0.082073 0.002692
0.182449 0.082449 0.002750
0.182812 0.082812 0.002810
0.183159 0.083159 0.002870
0.183492 0.083492 0.002931
0.183809 0.083809 0.002993
0.184111 0.084111 0.003056
0.184397 0.084397 0.003120
0.184667 0.084667 0.003184
0.184922 0.084922 0.003249
0.185160 0.085160 0.003315
0.185382 0.085382 0.003382
0.185588 0.085588 0.003450
0.185777 0.085777 0.003518
0.185949 0.085949 0.003587
0.186103 0.086103 0.003658
0.186241 0.086241 0.003729
0.186361 0.086361 0.003801
0.186463 0.086463 0.003873
0.186548 0.086548 0.003947
0.186614 0.086614 0.004022
0.186662 0.086662 0.004097
0.186692 0.086692 0.004174
0.186703 0.086703 0.004251
0.186695 0.086695 0.004329
0.186668 0.086668 0.004408
0.186622 0.086622 0.004488
0.186556 0.086556 0.004569
0.186471 0.086471 0.004651
0.186366 0.086366 0.004734
0.186241 0.086241 0.004818
0.186096 0.086096 0.004903
0.185931 0.085931 0.004989
0.185745 0.085745 0.005076
0.185538 0.085538 0.005164
0.185310 0.085310 0.005253
0.185061 0.085061 0.005343
0.184791 0.084791 0.005434
0.184499 0.084499 0.005526
0.184186 0.084186 0.005619
0.183851 0.083851 0.005713
0.183493 0.083493 0.005808
0.183113 0.083113 0.005904
0.182711 0.082711 0.006001
0.182286 0.082286 0.006100
0.181838 0.081838 0.006199
0.181368 0.081368 0.006300
0.180874 0.080874 0.006402
0.180356 0.080356 0.006505
0.179815 0.079815 0.006609
0.179250 0.079250 0.006714
0.178661 0.078661 0.006820
0.178048 0.078048 0.006928
0.177411 0.077411 0.007037
0.176749 0.076749 0.007147
0.176062 0.076062 0.007258
0.175351 0.075351 0.007370
0.174614 0.074614 0.007484
0.173852 0.073852 0.007598
0.173065 0.073065 0.007715
0.172252 0.072252 0.007832
0.171413 0.071413 0.007951
0.170548 0.070548 0.008071
0.169657 0.069657 0.008192
0.168740 0.068740 0.008314
0.167796 0.067796 0.008438
0.166826 0.066826 0.008563
0.165828 0.065828 0.008690
0.164804 0.064804 0.008818
0.163752 0.063752 0.008947
0.162673 0.062673 0.009078
0.161566 0.061566 0.009210
0.160432 0.060432 0.009343
0.159270 0.059270 0.009478
0.158080 0.058080 0.009615
0.156861 0.056861 0.009753
0.155614 0.055614 0.009892
0.154339 0.054339 0.010033
0.153034 0.053034 0.010175
0.151701 0.051701 0.010319
0.150339 0.050339 0.010464
0.148948 0.048948 0.010611
0.147527 0.047527 0.010759
0.146077 0.046077 0.010909
0.144597 0.044597 0.011061
